cluster_id,centroid_x,centroid_y,n_transcripts,n_genes_unique,radius_um,top_genes,inferred_type,marker_confidence,nuclear_score,nearest_cell_dist
7367,4398.5,730.1,142,63,20.4,"CAMK2N1(13), ENC1(13), AK5(8), MTURN(7), NORAD(6)",Glutamatergic,0.007,0.4308,24.0
7368,4439.2,572.9,47,33,11.0,"CAMK2N1(4), KIF5A(4), CHST1(3), AK5(2), CCK(2)",Glutamatergic,0.021,0.4245,18.5
7369,4265.2,519.1,76,38,14.6,"ENC1(11), CAMK2N1(7), AK5(4), KIF1A(4), KIF5A(4)",Unknown,0.0,0.4247,15.3
7370,4277.7,700.2,119,55,18.9,"CAMK2N1(13), ENC1(8), HSPA8(5), SOD2(5), AK5(4)",GABAergic,0.008,0.4258,14.5
7371,4457.7,504.3,59,40,10.3,"CAMK2N1(8), DKK3(4), ALCAM(2), CHST1(2), DBNDD2(2)",Unknown,0.0,0.4253,12.5
7372,4485.3,738.4,48,34,12.8,"CAMK2N1(6), DKK3(3), KIF5A(3), NORAD(3), NPIPA1(3)",Unknown,0.0,0.4394,28.0
7373,4384.0,561.3,101,62,18.6,"CAMK2N1(10), KIF5A(4), DKK3(3), GJA1(3), HSPA8(3)",Endothelial,0.03,0.445,9.3
7374,4338.2,5033.9,152,71,25.2,"CAMK2N1(14), KIF5A(11), MBP(7), MTURN(7), CCNI(6)",Oligodendrocyte,0.046,0.4205,11.5
7375,4356.5,5133.4,154,71,24.3,"KIF5A(10), MTURN(9), NORAD(8), CAMK2N1(7), MBP(7)",Oligodendrocyte,0.052,0.432,20.1
7376,4418.6,5105.0,64,38,14.1,"KIF5A(9), YWHAH(5), MBP(4), CAMK2N1(3), DBNDD2(3)",Oligodendrocyte,0.078,0.4171,20.1
7377,4484.6,5181.5,53,37,12.9,"CAMK2N1(4), KIF5A(4), CCNI(3), MBP(3), NORAD(3)",Oligodendrocyte,0.057,0.4315,13.9
7378,4255.7,5053.7,75,40,14.5,"TMSB10(6), CAMK2N1(5), ENC1(5), KIF5A(5), YWHAH(5)",Oligodendrocyte,0.053,0.4195,20.0
7379,4310.3,5142.7,41,23,11.2,"KIF5A(6), MBP(5), CAMK2N1(3), KIF1A(3), USP22(3)",Oligodendrocyte,0.122,0.422,23.1
7380,4314.7,5161.4,66,35,14.3,"MBP(6), TMSB10(5), CAMK2N1(4), KIF1A(4), NORAD(4)",Oligodendrocyte,0.091,0.4354,18.2
7381,4425.6,5175.8,116,58,19.4,"YWHAH(9), KIF5A(7), CAMK2N1(6), ARPP19(5), ENC1(5)",Astrocyte,0.034,0.4263,14.0
7382,4273.2,5345.1,38,29,10.8,"MBP(3), NORAD(3), USP22(3), GJA1(2), NEFM(2)",Oligodendrocyte,0.079,0.4301,15.0
7383,4497.4,5318.6,121,61,18.0,"CAMK2N1(11), KIF5A(11), LMO4(8), CCNI(5), MBP(5)",Oligodendrocyte,0.041,0.4184,11.6
7384,4251.7,5696.3,78,49,17.9,"GFAP(4), HSPA8(4), MTURN(4), NORAD(4), KIF1A(3)",Astrocyte,0.051,0.4348,15.9
7385,4487.5,5561.4,30,22,7.5,"CAMK2N1(3), CCK(2), CCNI(2), CNN3(2), EGR3(2)",Astrocyte,0.033,0.4195,8.4
7386,4276.8,5885.3,73,47,12.6,"AK5(4), NEFM(4), CAMK2N1(3), CCK(3), ENC1(3)",Oligodendrocyte,0.055,0.4286,13.2
7387,4450.8,6022.6,153,74,26.4,"MTURN(9), CAMK2N1(7), CCNI(7), KIF5A(7), NEFL(6)",Oligodendrocyte,0.046,0.4311,15.4
7388,4399.0,6443.1,144,66,21.9,"MBP(12), KIF5A(11), CAMK2N1(10), CCNI(5), MTURN(5)",Oligodendrocyte,0.083,0.4233,24.6
7389,4442.7,6628.4,263,84,21.6,"CAMK2N1(25), ENC1(16), HSPA8(13), LMO4(10), NEFL(10)",Oligodendrocyte,0.023,0.4259,16.6
7390,4284.0,6641.4,213,79,35.8,"CAMK2N1(18), KIF5A(16), MTURN(12), MBP(11), KIF1A(10)",Oligodendrocyte,0.061,0.432,32.5
7391,4380.6,6620.4,81,45,17.5,"CAMK2N1(9), MBP(6), MTURN(5), CCNI(4), KIF5A(4)",Oligodendrocyte,0.086,0.4146,16.4
7392,4390.1,6646.2,61,35,16.3,"CAMK2N1(8), MBP(7), MTURN(5), KIF5A(3), DKK3(2)",Oligodendrocyte,0.115,0.4273,13.5
7393,4273.8,763.0,54,30,11.3,"CAMK2N1(5), ENC1(5), YWHAH(4), AK5(3), CHST1(3)",GABAergic,0.037,0.4284,11.6
7394,4390.2,763.7,53,35,13.2,"KIF5A(5), DKK3(3), MTURN(3), ZNF483(3), AK5(2)",GABAergic,0.019,0.4304,14.8
7395,4285.5,781.7,42,25,9.5,"DKK3(4), ENC1(4), HSPA8(3), NTRK2(3), YWHAH(3)",Unknown,0.0,0.4322,13.0
7396,4297.3,816.1,42,28,9.4,"CAMK2N1(6), ENC1(5), CCNI(4), NORAD(2), NPTX1(2)",Unknown,0.0,0.4147,29.2
7397,4282.8,1699.3,163,62,20.9,"CAMK2N1(9), DKK3(9), ENC1(9), AK5(8), KIF5A(8)",GABAergic,0.012,0.4239,13.0
7398,4288.9,1727.7,110,51,17.1,"CAMK2N1(15), KIF5A(7), YWHAH(6), NORAD(5), EGR3(4)",GABAergic,0.027,0.4197,18.0
7399,4275.4,1671.8,138,59,19.5,"CAMK2N1(15), ENC1(13), YWHAH(10), HPCAL1(7), DKK3(4)",Glutamatergic,0.007,0.4315,13.3
7400,4323.3,1653.4,48,29,11.5,"CAMK2N1(6), ENC1(5), KIF5A(3), MTURN(3), YWHAH(3)",Unknown,0.0,0.4057,15.6
7401,4425.4,1851.6,210,80,25.4,"CAMK2N1(34), KIF5A(9), YWHAH(9), KIF1A(8), HSPA8(7)",Glutamatergic,0.005,0.4293,22.5
7402,4490.2,1894.9,76,45,12.7,"ENC1(6), CAMK2N1(5), KIF5A(5), YWHAH(5), HSPA8(4)",Unknown,0.0,0.4186,30.1
7403,4347.0,1923.0,88,49,17.4,"CAMK2N1(15), DKK3(4), ENC1(4), NORAD(4), HPCAL1(3)",Astrocyte,0.034,0.4288,24.9
7404,4386.7,1789.1,104,52,16.2,"CAMK2N1(17), ENC1(6), YWHAH(6), RASGRF2(5), GATD3A(3)",GABAergic,0.029,0.4382,10.4
7405,4424.4,2134.4,69,41,13.6,"CAMK2N1(7), NORAD(4), AK5(3), CCNI(3), DKK3(3)",Oligodendrocyte,0.014,0.4233,15.1
7406,4382.2,2260.6,97,51,16.7,"CAMK2N1(13), MTURN(7), CCNI(4), DKK3(4), KIF1A(4)",Glutamatergic,0.01,0.4293,19.3
7407,4476.3,2332.1,54,34,11.7,"CAMK2N1(8), AK5(4), LMO4(4), KIF5A(3), CCNI(2)",Oligodendrocyte,0.019,0.4206,16.5
7408,4496.9,2447.5,30,24,7.9,"AK5(2), CAMK2N1(2), LMO4(2), MTURN(2), VAMP1(2)",Oligodendrocyte,0.033,0.4403,10.2
7409,4731.5,250.0,110,57,17.6,"CAMK2N1(15), YWHAH(5), AK5(4), ENC1(4), KIF1A(4)",GABAergic,0.027,0.4283,24.9
7410,4505.2,465.5,52,34,14.5,"CAMK2N1(5), NORAD(3), YWHAH(3), AK5(2), C14orf132(2)",Glutamatergic,0.038,0.4397,10.7
7411,4549.3,411.7,66,33,16.7,"CAMK2N1(11), CCNI(6), KIF5A(4), HSPA8(3), KIF1A(3)",Unknown,0.0,0.409,20.5
7412,4573.4,317.1,92,53,15.5,"CAMK2N1(8), NEFL(6), ENC1(4), KIF5A(4), CCNI(3)",Oligodendrocyte,0.011,0.4221,21.8
7413,4607.3,262.9,56,34,15.1,"CAMK2N1(7), CCNI(5), MTURN(3), C14orf132(2), CABP1(2)",Unknown,0.0,0.4269,14.5
7414,4510.0,434.6,76,43,14.2,"GJA1(6), CAMK2N1(5), CCNI(5), KIF5A(4), NEFL(4)",Astrocyte,0.039,0.4343,16.6
7415,4693.4,2511.6,195,71,27.1,"KIF5A(16), CAMK2N1(14), NRXN1(10), ENC1(8), NORAD(8)",Glutamatergic,0.015,0.4234,16.9
7416,4620.6,2707.8,106,52,16.6,"KIF5A(10), NEFM(7), CAMK2N1(6), HSPA8(5), LMO4(4)",GABAergic,0.009,0.4054,10.6
7417,4726.1,2769.6,142,58,19.0,"CCNI(13), KIF5A(9), ENC1(7), MTURN(6), HSPA8(5)",Oligodendrocyte,0.028,0.4204,17.4
7418,4747.0,2831.8,51,34,12.3,"KIF5A(6), CAMK2N1(4), NEFL(4), CCNI(3), VAMP1(3)",Astrocyte,0.02,0.423,14.3
7419,4665.3,2903.5,157,73,29.8,"CAMK2N1(18), KIF5A(17), NORAD(6), YWHAH(6), CCNI(5)",Oligodendrocyte,0.032,0.4237,25.1
7420,4702.3,3030.2,150,76,27.1,"KIF5A(15), HSPA8(8), CAMK2N1(7), CCNI(6), NEFL(5)",Oligodendrocyte,0.02,0.4341,17.3
7421,4644.8,3114.4,96,48,15.6,"CAMK2N1(9), NEFL(7), NORAD(5), SOD2(5), CCNI(4)",Astrocyte,0.01,0.4164,14.5
7422,4563.4,3213.1,178,68,26.7,"KIF5A(21), CAMK2N1(16), MBP(11), CCNI(10), NEFL(10)",Oligodendrocyte,0.062,0.4166,24.9
7423,4669.2,3097.1,36,26,10.7,"CAMK2N1(4), NORAD(4), AK5(2), CCNI(2), KIF5A(2)",GABAergic,0.028,0.4378,14.8
7424,4588.3,3263.9,41,23,11.0,"KIF5A(7), AK5(4), HSPA8(4), ATP2B4(2), CAMK2N1(2)",Unknown,0.0,0.4146,9.0
7425,4747.9,3297.5,442,122,40.9,"CAMK2N1(28), KIF5A(24), NEFL(21), HSPA8(17), LMO4(16)",Oligodendrocyte,0.032,0.4311,19.9
7426,4743.4,3394.3,28,23,10.4,"CARTPT(3), NEFL(2), NEFM(2), NTRK2(2), ADCYAP1R1(1)",Glutamatergic,0.036,0.4433,9.9
7427,4645.0,3512.4,152,68,22.5,"CAMK2N1(12), KIF5A(11), NEFL(8), CCNI(6), LMO4(5)",Oligodendrocyte,0.033,0.4368,25.2
7428,4737.3,3675.3,77,49,13.5,"CAMK2N1(9), KIF5A(7), OGA(3), SPRY2(3), AK5(2)",Glutamatergic,0.013,0.4494,16.4
7429,4509.9,3836.7,95,55,18.2,"CAMK2N1(10), CCNI(5), KIF5A(5), KIF1A(4), NEFL(4)",Oligodendrocyte,0.032,0.4335,18.6
7430,4598.9,3921.4,262,94,39.0,"MBP(22), KIF5A(14), CAMK2N1(10), MTURN(10), NEFL(10)",Oligodendrocyte,0.118,0.4419,12.9
7431,4539.9,3903.7,173,67,25.6,"KIF5A(12), CAMK2N1(11), NORAD(9), ENC1(7), NEFL(7)",Oligodendrocyte,0.035,0.4231,15.7
7432,4576.2,3868.1,249,94,29.6,"CCNI(19), CAMK2N1(18), KIF5A(17), MTURN(11), YWHAH(11)",Oligodendrocyte,0.036,0.4302,1.8
7433,4691.8,3868.6,124,62,21.0,"CAMK2N1(8), KIF5A(8), HSPA8(6), MBP(6), KIF1A(5)",Oligodendrocyte,0.065,0.4312,10.5
7434,4574.8,3969.0,147,73,22.6,"YWHAH(10), NTRK2(9), KIF5A(8), ENC1(6), HSPA8(5)",Astrocyte,0.014,0.4393,14.3
7435,4733.3,4250.6,135,70,30.0,"KIF5A(13), CAMK2N1(5), CCNI(5), HSPA8(5), TMSB10(5)",Oligodendrocyte,0.037,0.4354,24.5
7436,4594.5,4140.1,96,45,15.8,"CAMK2N1(8), KIF5A(7), ENC1(5), TMSB10(5), HSPA8(4)",Oligodendrocyte,0.031,0.4077,11.0
7437,4724.7,5002.3,165,74,27.5,"KIF5A(12), YWHAH(9), CAMK2N1(8), MBP(6), TMSB10(6)",Oligodendrocyte,0.042,0.4236,25.1
7438,4518.6,4834.4,132,73,21.8,"KIF5A(11), MBP(7), MTURN(6), CAMK2N1(5), CCNI(5)",Oligodendrocyte,0.076,0.4492,22.4
7439,4547.0,651.5,190,80,27.0,"CAMK2N1(18), ENC1(11), HSPA8(6), AK5(5), CCNI(5)",Glutamatergic,0.011,0.4324,29.0
7440,4583.5,690.3,91,49,17.3,"CAMK2N1(11), MTURN(7), AK5(5), DKK3(4), ENC1(4)",GABAergic,0.033,0.4339,11.0
7441,4554.1,709.1,84,44,18.5,"ENC1(7), CAMK2N1(6), DKK3(5), KIF1A(4), NTRK2(4)",GABAergic,0.024,0.4207,13.9
7442,4565.7,618.4,50,35,11.3,"CAMK2N1(4), NORAD(4), ENC1(3), MBP(3), CYP46A1(2)",Oligodendrocyte,0.06,0.423,17.8
7443,4630.3,639.0,90,44,16.6,"CAMK2N1(9), HSPA8(7), KCNK1(5), RASGRF2(5), ENC1(4)",GABAergic,0.011,0.4268,14.9
7444,4732.5,522.8,53,34,13.8,"CAMK2N1(5), ENC1(4), HSPA8(3), KIF5A(3), NEFL(3)",Glutamatergic,0.019,0.4136,13.2
7445,4523.3,512.3,40,26,7.8,"AK5(4), ENC1(4), HSPA8(4), KIF5A(3), CYP46A1(2)",Astrocyte,0.025,0.4384,15.6
7446,4718.3,5046.1,73,48,13.1,"KIF5A(6), NORAD(6), CCNI(5), CABP1(3), HSPA8(3)",Oligodendrocyte,0.027,0.439,21.8
7447,4756.4,5041.3,274,86,32.9,"KIF5A(30), MBP(17), CAMK2N1(16), MTURN(12), KIF1A(9)",Oligodendrocyte,0.062,0.4264,20.0
7448,4712.3,5190.3,100,53,17.9,"KIF5A(11), CAMK2N1(6), CCNI(6), CABP1(4), KIF1A(4)",Oligodendrocyte,0.06,0.4186,23.3
7449,4563.7,5113.5,164,71,25.8,"KIF5A(13), CAMK2N1(10), KIF1A(8), DIRAS2(7), DKK3(7)",Oligodendrocyte,0.037,0.4306,16.1
7450,4596.6,5133.4,100,59,14.4,"CAMK2N1(8), LMO4(4), MTURN(4), KIF5A(3), MBP(3)",Oligodendrocyte,0.05,0.4467,16.6
7451,4534.0,5143.8,99,57,15.9,"NEFL(6), CAMK2N1(5), ENC1(4), HSPA8(4), TMSB10(4)",Astrocyte,0.03,0.424,11.3
7452,4587.6,5293.4,46,31,11.4,"HSPA8(4), KIF5A(3), MAP2K1(3), YWHAH(3), AK5(2)",Oligodendrocyte,0.022,0.4345,14.6
7453,4596.9,5318.5,69,47,17.9,"CAMK2N1(6), AK5(4), CCNI(4), ENC1(4), CFAP36(2)",Oligodendrocyte,0.043,0.4424,10.6
7454,4653.4,5720.1,129,64,20.0,"HSPA8(10), AK5(7), MBP(6), ENC1(4), KIF5A(4)",Oligodendrocyte,0.047,0.4175,11.8
7455,4703.1,5563.8,528,125,41.0,"CAMK2N1(26), HSPA8(23), DKK3(21), KIF5A(21), NORAD(20)",Oligodendrocyte,0.036,0.428,31.1
7456,4526.6,5538.8,65,43,13.8,"KIF5A(5), CAMK2N1(4), HSPA8(4), AQP4(3), DKK3(3)",Astrocyte,0.046,0.4375,17.6
7457,4558.2,5574.1,103,46,18.4,"KIF5A(8), ENC1(6), HSPA8(6), MBP(5), CCNI(4)",Oligodendrocyte,0.049,0.4218,19.6
7458,4560.2,5739.1,44,26,11.7,"HSPA8(5), CAMK2N1(4), MBP(4), MTURN(3), AK5(2)",Oligodendrocyte,0.091,0.4077,14.1
7459,4613.3,5612.4,50,33,13.1,"KIF5A(5), CAMK2N1(4), MBP(4), DKK3(2), ENC1(2)",Oligodendrocyte,0.08,0.4249,29.0
7460,4706.8,5698.6,123,58,21.1,"CAMK2N1(9), MBP(9), MTURN(8), CCNI(6), KIF1A(5)",Oligodendrocyte,0.073,0.4486,22.5
7461,4548.0,5553.8,37,26,14.2,"CAMK2N1(5), YWHAH(4), MBP(3), GFAP(2), NORAD(2)",Astrocyte,0.081,0.4129,23.4
7462,4556.4,5796.8,294,88,21.8,"AK5(24), HSPA8(19), NEFM(13), YWHAH(13), CAMK2N1(11)",Astrocyte,0.014,0.431,9.2
7463,4520.9,5859.3,149,66,18.3,"YWHAH(11), KIF5A(9), HSPA8(8), CAMK2N1(7), AK5(6)",Oligodendrocyte,0.027,0.4213,13.9
7464,4690.3,5966.6,180,67,25.3,"MTURN(13), CAMK2N1(12), MBP(12), NEFL(10), LMO4(8)",Oligodendrocyte,0.067,0.4153,21.2
7465,4713.1,5851.5,221,84,38.6,"MTURN(11), KIF5A(10), HSPA8(9), NORAD(9), DIRAS2(8)",Oligodendrocyte,0.032,0.4425,10.7
7466,4581.9,5830.6,113,60,17.1,"CAMK2N1(13), HSPA8(4), NEFM(4), NORAD(4), AK5(3)",Oligodendrocyte,0.018,0.4229,13.3
7467,4580.3,5889.6,130,60,19.5,"NEFL(9), CCNI(8), KIF5A(8), YWHAH(7), HSPA8(5)",Oligodendrocyte,0.046,0.4193,17.6
7468,4665.6,5863.5,202,79,20.5,"DKK3(11), MTURN(9), SCG3(9), HSPA8(8), KIF5A(7)",Oligodendrocyte,0.035,0.4431,23.9
7469,4674.4,5923.4,160,67,26.0,"CAMK2N1(11), CCNI(7), KIF1A(7), AK5(6), DKK3(5)",Oligodendrocyte,0.031,0.4331,21.2
7470,4671.7,5828.5,82,51,16.0,"YWHAH(6), CAMK2N1(4), GJA1(3), KIF5A(3), NEFL(3)",Astrocyte,0.024,0.4277,21.4
7471,4708.3,5993.2,97,54,16.5,"HSPA8(6), MBP(6), MTURN(6), AK5(5), ENC1(4)",Oligodendrocyte,0.072,0.4326,6.9
7472,4501.6,6197.9,35,25,12.5,"KIF5A(4), AK5(3), CAMK2N1(2), MAP2K1(2), MRPL57(2)",Astrocyte,0.029,0.4257,17.4
7473,4536.5,6012.5,65,40,16.7,"CAMK2N1(5), TMSB10(5), CCNI(4), KIF5A(4), MBP(3)",Oligodendrocyte,0.046,0.416,17.6
7474,4621.4,6046.4,161,69,26.4,"CAMK2N1(13), HSPA8(10), MBP(9), KIF5A(8), TMSB10(7)",Oligodendrocyte,0.062,0.4299,11.9
7475,4632.5,6092.5,125,62,22.5,"KIF5A(9), CAMK2N1(7), HSPA8(7), LMO4(6), MTURN(5)",Oligodendrocyte,0.024,0.4229,12.6
7476,4745.4,6185.4,87,48,18.0,"KIF5A(7), HSPA8(6), CAMK2N1(5), MBP(5), ENC1(4)",Oligodendrocyte,0.08,0.4182,17.1
7477,4676.2,6434.2,181,74,27.6,"YWHAH(16), CAMK2N1(14), KIF5A(12), HSPA8(7), TMSB10(7)",Oligodendrocyte,0.033,0.4232,40.8
7478,4609.9,6255.5,61,43,12.9,"CAMK2N1(4), KIF5A(4), GFAP(3), TMSB10(3), AQP4(2)",Astrocyte,0.082,0.4309,14.1
7479,4726.5,6521.4,393,118,39.5,"CAMK2N1(29), YWHAH(19), KIF5A(18), MBP(18), HSPA8(17)",Oligodendrocyte,0.046,0.4244,28.3
7480,4517.9,6542.1,90,56,18.0,"HSPA8(8), KIF5A(5), MBP(5), ENC1(4), MTURN(4)",Oligodendrocyte,0.067,0.4326,14.1
7481,4634.1,6658.6,87,48,16.9,"CAMK2N1(10), HLA-E(5), KIF5A(5), MBP(5), CCNI(3)",Oligodendrocyte,0.057,0.4379,16.2
7482,4542.0,6648.3,59,33,13.4,"KIF5A(9), MBP(7), CAMK2N1(5), MTURN(3), TMSB10(3)",Oligodendrocyte,0.119,0.4128,18.1
7483,4721.0,6576.2,400,102,45.1,"CAMK2N1(38), KIF5A(20), MBP(20), HSPA8(19), MTURN(16)",Oligodendrocyte,0.052,0.4229,22.5
7484,4688.3,1619.9,49,34,12.3,"KIF5A(4), CXCL14(3), HSPA8(3), AK5(2), CAMK2N1(2)",GABAergic,0.082,0.4507,10.0
7485,4679.6,1713.8,31,22,9.3,"CAMK2N1(3), ENC1(3), NTRK2(3), AK5(2), TEF(2)",Glutamatergic,0.032,0.4424,13.8
7486,4677.3,1874.0,120,61,18.3,"CAMK2N1(15), CCNI(6), KIF5A(6), HPCAL1(5), MTURN(5)",GABAergic,0.008,0.4264,22.3
7487,4706.5,1875.2,90,51,13.4,"CAMK2N1(6), KIF5A(6), ENC1(4), LMO4(4), NORAD(4)",GABAergic,0.011,0.4192,13.4
7488,4739.3,1866.1,31,18,7.2,"ENC1(5), CAMK2N1(4), OGA(3), YWHAH(3), AK5(2)",Unknown,0.0,0.4286,15.9
7489,4671.5,1968.7,61,40,13.9,"CAMK2N1(7), C3(3), KIF5A(3), LMO4(3), YWHAH(3)",Glutamatergic,0.016,0.441,12.4
7490,4603.2,2057.5,90,42,13.6,"CAMK2N1(13), ENC1(7), KIF5A(6), NORAD(5), AK5(4)",Glutamatergic,0.011,0.4145,13.2
7491,4529.5,2206.9,80,45,14.0,"KIF5A(5), NEFM(5), HSPA8(4), NEFL(4), CCK(3)",GABAergic,0.013,0.4263,14.8
7492,4565.6,2252.3,96,44,17.5,"CAMK2N1(15), NEFL(7), ENC1(6), KIF1A(5), MTURN(5)",Glutamatergic,0.031,0.4181,21.7
7493,4706.3,2219.6,133,62,18.9,"CAMK2N1(12), KIF5A(11), NEFL(8), CCNI(7), ENC1(5)",GABAergic,0.015,0.4208,17.0
7494,4545.0,2226.7,60,37,12.9,"KIF5A(10), CAMK2N1(5), CCNI(3), TMSB10(3), CARTPT(2)",Glutamatergic,0.017,0.411,20.5
7495,4701.1,2393.9,132,62,20.0,"KIF5A(13), CAMK2N1(12), CCNI(6), MTURN(6), NEFL(4)",Oligodendrocyte,0.015,0.4184,17.0
7496,4515.8,2315.0,36,23,9.3,"CAMK2N1(8), AK5(3), KIF1A(2), KIF5A(2), NTRK2(2)",Endothelial,0.028,0.4281,32.9
7497,4521.4,2285.3,42,27,12.5,"CAMK2N1(9), KIF5A(3), ENC1(2), NEFL(2), TNK2(2)",Unknown,0.0,0.418,24.8
7498,4649.6,2259.3,91,60,17.4,"KIF5A(9), CAMK2N1(5), KIF1A(4), CCK(3), ENC1(3)",Astrocyte,0.033,0.4287,20.9
7499,4697.0,2294.6,103,52,18.2,"CAMK2N1(11), KIF5A(8), ENC1(6), MTURN(4), NEFL(4)",Astrocyte,0.039,0.4197,36.6
7500,4809.7,463.0,56,34,13.1,"CAMK2N1(7), ENC1(4), AK5(3), HSPA8(3), SST(3)",GABAergic,0.071,0.4349,10.0
7501,4829.2,277.5,91,56,16.0,"CAMK2N1(11), KIF5A(5), NORAD(5), NEFL(4), ENC1(3)",GABAergic,0.022,0.4288,15.7
7502,4808.3,351.1,79,43,15.7,"CAMK2N1(8), YWHAH(6), CCNI(5), KIF1A(4), NORAD(4)",Oligodendrocyte,0.013,0.4154,12.8
7503,4897.7,359.8,107,53,19.7,"CAMK2N1(17), HSPA8(7), KIF5A(7), ENC1(5), SOD2(4)",Unknown,0.0,0.4293,15.0
7504,4900.2,488.6,84,45,15.5,"CAMK2N1(10), YWHAH(7), KIF5A(6), CCNI(5), HPCAL1(5)",GABAergic,0.036,0.4155,14.7
7505,4967.4,477.1,114,64,19.0,"CAMK2N1(14), NORAD(9), KIF1A(5), ENC1(4), EGR3(3)",Glutamatergic,0.018,0.433,19.7
7506,4753.0,2707.4,32,20,8.5,"CAMK2N1(5), ENC1(4), KIF5A(3), NEFL(2), RTF2(2)",Unknown,0.0,0.4109,16.0
7507,4762.5,2741.0,160,70,19.3,"CAMK2N1(13), KIF5A(13), NEFM(9), CCNI(6), ENC1(6)",Astrocyte,0.013,0.4259,27.5
7508,4880.3,2557.3,38,32,9.2,"CAMK2N1(3), HSPA8(2), KIF1A(2), OGA(2), PDXK(2)",GABAergic,0.026,0.4514,30.5
7509,4928.5,2605.6,106,52,16.5,"CAMK2N1(10), KIF5A(7), LMO4(5), MTURN(5), ENC1(4)",Oligodendrocyte,0.028,0.4294,17.6
7510,4946.9,2705.6,89,48,19.5,"CCNI(8), CAMK2N1(5), KIF1A(4), KIF5A(4), NEFL(4)",Astrocyte,0.011,0.4273,9.7
7511,4870.4,2858.4,155,71,22.0,"KIF5A(16), CAMK2N1(12), NTRK2(8), ENC1(7), CCNI(5)",Oligodendrocyte,0.019,0.4314,16.4
7512,4821.7,2944.8,84,43,16.6,"KIF5A(10), CAMK2N1(7), ENC1(5), CCNI(4), NEFL(4)",Glutamatergic,0.024,0.4099,12.9
7513,4897.0,3046.9,76,44,14.9,"CAMK2N1(8), CCNI(5), MTURN(4), NEFL(4), KIF1A(3)",Oligodendrocyte,0.039,0.4231,21.1
7514,4910.6,3096.6,314,107,32.8,"CAMK2N1(14), NEFL(14), NEFM(12), ENC1(11), NTRK2(11)",Oligodendrocyte,0.025,0.4316,20.2
7515,4956.2,3192.2,292,95,37.4,"KIF5A(41), CAMK2N1(18), CCNI(17), NEFL(12), NORAD(9)",Oligodendrocyte,0.038,0.4169,18.4
7516,4774.4,3587.4,233,91,32.3,"CAMK2N1(14), HSPA8(12), KIF5A(11), NEFL(10), YWHAH(9)",Oligodendrocyte,0.034,0.4341,16.3
7517,4844.8,3587.4,274,93,29.2,"KIF5A(27), NEFL(16), MBP(15), CCNI(14), CAMK2N1(13)",Oligodendrocyte,0.055,0.4179,15.4
7518,4898.4,3571.0,287,93,30.3,"CAMK2N1(24), KIF5A(18), VAMP1(13), MBP(12), NEFL(10)",Oligodendrocyte,0.045,0.431,19.2
7519,4879.9,3637.2,99,51,17.7,"KIF5A(9), NEFM(8), LMO4(5), CAMK2N1(4), MTURN(4)",Oligodendrocyte,0.03,0.418,17.6
7520,4914.7,3511.0,51,38,9.0,"CAMK2N1(3), FGFR3(3), VAMP1(3), AQP4(2), CABP1(2)",Astrocyte,0.039,0.475,10.6
7521,4910.4,3621.4,38,23,12.6,"CCNI(4), MBP(4), KIF5A(3), ARPP19(2), IRS2(2)",Oligodendrocyte,0.105,0.415,28.8
7522,4866.2,4269.0,108,55,21.0,"CAMK2N1(12), MBP(12), KIF5A(8), HSPA8(6), NTRK2(3)",Oligodendrocyte,0.12,0.424,17.9
7523,4953.3,4427.5,105,52,19.1,"MBP(8), KIF5A(7), CCNI(6), NTRK2(6), NORAD(5)",Oligodendrocyte,0.086,0.4239,13.8
7524,4860.0,4707.9,138,66,23.3,"KIF5A(10), MBP(10), HSPA8(8), MTURN(8), CAMK2N1(7)",Oligodendrocyte,0.087,0.4434,25.0
7525,4916.8,4533.8,301,102,30.5,"KIF5A(17), MBP(15), TMSB10(15), NORAD(13), CAMK2N1(12)",Oligodendrocyte,0.056,0.4281,36.8
7526,4784.5,4798.0,87,56,15.8,"CAMK2N1(6), NEFL(4), YWHAH(4), KIF1A(3), KIF5A(3)",Oligodendrocyte,0.034,0.4357,16.4
7527,4892.9,4890.4,83,48,19.4,"KIF1A(5), KIF5A(5), MBP(5), DIRAS2(4), NEFL(4)",Oligodendrocyte,0.06,0.4326,10.2
7528,4806.5,564.6,51,31,11.0,"CAMK2N1(6), ENC1(4), ELOC(3), NORAD(3), YWHAH(3)",Unknown,0.0,0.4344,21.8
7529,4825.1,562.0,40,27,11.3,"DKK3(3), NORAD(3), RELN(3), CAMK2N1(2), GATD3A(2)",GABAergic,0.025,0.4462,21.9
7530,4931.2,602.8,48,37,11.4,"CAMK2N1(4), NORAD(3), AK5(2), DKK3(2), KIF5A(2)",GABAergic,0.104,0.4559,22.7
7531,4973.2,586.7,77,42,15.3,"CAMK2N1(9), NORAD(7), AK5(5), ENC1(4), HPCAL1(4)",Oligodendrocyte,0.013,0.415,17.1
7532,4792.7,5048.2,152,72,24.2,"HSPA8(8), MBP(8), YWHAH(7), DKK3(6), MTURN(6)",Oligodendrocyte,0.053,0.4366,20.3
7533,4919.4,5017.3,86,54,16.5,"CAMK2N1(4), MBP(4), CNP(3), KIF1A(3), KIF5A(3)",Oligodendrocyte,0.093,0.4502,15.2
